POSTED DATE,TRANSACTION DATE,TRANSACTION TIME,TRANSACTION NUMBER,TRANSPONDER/LICENSE PLATE,AGENCY NAME,LANE,AXLE,DESCRPTION / PLAZA NAME,AMOUNT
11/12/2020,11/11/2020,06:52:14 AM,32339017820,2852172-IN,Miami-Dade Expressway Authority,63S,2,SR 874 SOUTH (AT SR826),($0.47)
11/12/2020,09/02/2020,10:34:32 PM,32339023519,2882987-IN,Florida Turnpike Enterprise,50S,5,SR23 NEW WORLD MAIN NB MP43,($0.80)
11/12/2020,09/03/2020,02:38:40 PM,32338992072,2841983-IN,Florida Turnpike Enterprise,60S,5,SR589 HILLSBOROUG AVE SBON MP4,($1.04)
11/12/2020,11/05/2020,02:56:54 PM,32338886946,2852187-IN,Miami-Dade Expressway Authority,42S,3,SR 924 EAST (42ND AVE),($0.94)
11/12/2020,11/05/2020,02:34:33 PM,32338886945,2852187-IN,Miami-Dade Expressway Authority,42S,3,SR 874 NORTH (AT SR826),($0.94)
11/12/2020,11/05/2020,02:55:10 PM,32338886937,2852187-IN,Miami-Dade Expressway Authority,22S,2,SR 924 EAST (57TH AVE),($0.47)
11/12/2020,10/04/2020,01:40:52 PM,32338777579,2882987-IN,Florida Turnpike Enterprise,60S,3,SR23 NORMANDY MAIN SB MP42,($0.40)
11/12/2020,10/04/2020,01:39:29 PM,32338779241,2882987-IN,Florida Turnpike Enterprise,60S,3,SR23 NEW WORLD MAIN SB MP43,($0.40)
11/12/2020,11/08/2020,03:09:37 PM,32338703314,2852184-IN,Miami-Dade Expressway Authority,21S,3,SR 874 NORTH (KILLIAN),($0.46)
11/12/2020,11/05/2020,02:26:53 PM,32338680532,2852183-IN,Miami-Dade Expressway Authority,43S,3,SR 924 EAST (42ND AVE),($0.94)
11/12/2020,11/05/2020,02:25:13 PM,32338680409,2852184-IN,Miami-Dade Expressway Authority,23S,3,SR 924 EAST (57TH AVE),($0.94)
11/12/2020,11/05/2020,02:25:21 PM,32338670182,2852183-IN,Miami-Dade Expressway Authority,23S,3,SR 924 EAST (57TH AVE),($0.94)
11/12/2020,11/05/2020,02:29:47 PM,32338668308,2852187-IN,Miami-Dade Expressway Authority,12S,3,SR 874 NORTH (AT TURNPIKE),($0.46)
11/12/2020,11/05/2020,02:31:15 PM,32338668292,2852187-IN,Miami-Dade Expressway Authority,22S,3,SR 874 NORTH (KILLIAN),($0.46)
11/12/2020,11/05/2020,02:08:23 PM,32338662533,2852184-IN,Miami-Dade Expressway Authority,41S,3,SR 874 NORTH (AT SR826),($0.94)
11/12/2020,11/05/2020,02:04:40 PM,32338662509,2852183-IN,Miami-Dade Expressway Authority,21S,3,SR 874 NORTH (KILLIAN),($0.46)
11/12/2020,11/05/2020,02:05:14 PM,32338655656,2852184-IN,Miami-Dade Expressway Authority,21S,3,SR 874 NORTH (KILLIAN),($0.46)
11/12/2020,11/05/2020,02:03:46 PM,32338655639,2852184-IN,Miami-Dade Expressway Authority,11S,2,SR 874 NORTH (AT TURNPIKE),($0.23)
11/12/2020,11/05/2020,02:03:15 PM,32338655625,2852183-IN,Miami-Dade Expressway Authority,11S,2,SR 874 NORTH (AT TURNPIKE),($0.23)
11/12/2020,11/05/2020,02:08:02 PM,32338658931,2852183-IN,Miami-Dade Expressway Authority,41S,3,SR 874 NORTH (AT SR826),($0.94)
11/12/2020,11/12/2020,12:42:31 PM,32338600729,2841971-IN,Florida Turnpike Enterprise,9D,3,SR570 CENTRAL MAINLINE MP13,($2.14)
11/12/2020,11/12/2020,12:51:18 PM,32338587845,2841971-IN,Florida Turnpike Enterprise,2D,3,SR570 EASTERN MAINLINE MP21,($2.14)
11/12/2020,11/12/2020,12:37:54 PM,32338585818,2841971-IN,Florida Turnpike Enterprise,12D,3,SR570 WESTERN MAINLINE MP8,($2.14)
11/12/2020,08/31/2020,08:59:15 AM,32338548909,2882843-IN,Florida Turnpike Enterprise,7Z,3,SR91 THREE LAKES MAIN MP236,($6.72)
11/12/2020,11/06/2020,09:11:31 PM,32338545511,2852189-IN,Miami-Dade Expressway Authority,44S,3,SR836 EAST (AT 97TH AVE),($1.32)
11/12/2020,11/06/2020,08:14:29 PM,32338483898,2852180-IN,Miami-Dade Expressway Authority,22S,5,SR836 EAST (AT 137TH AVE),($0.56)
11/12/2020,11/06/2020,06:59:16 PM,32338460098,2852189-IN,Miami-Dade Expressway Authority,82S,5,SR836 WEST (AT 137TH AVE),($0.56)
11/12/2020,11/06/2020,06:50:46 PM,32338443471,2852189-IN,Miami-Dade Expressway Authority,73S,5,SR836 WEST (84TH AVE RAMP),($0.56)
11/12/2020,11/05/2020,10:02:09 AM,32338422658,2852172-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/12/2020,11/05/2020,10:03:44 AM,32338422591,2852172-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/12/2020,11/05/2020,09:58:55 AM,32338414641,2852172-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/12/2020,08/31/2020,05:20:28 AM,32338401353,2882997-IN,Florida Turnpike Enterprise,50S,5,SR23 NORMANDY MAIN NB MP42,($0.80)
11/12/2020,09/22/2020,12:13:10 AM,32338386227,2882986-IN,Florida Turnpike Enterprise,50S,5,SR589 HILLSBOROUGAVE NBOFF MP4,($1.04)
11/12/2020,11/06/2020,11:25:23 PM,32338097074,2882997-IN,Tampa Hillsborough Expressway ,60S,5,SR 618 EAST-MAINLINE WEST,($7.52)
11/12/2020,11/05/2020,05:04:09 PM,32338063063,2852189-IN,Miami-Dade Expressway Authority,22S,5,SR836 EAST (AT 137TH AVE),($0.56)
11/12/2020,10/04/2020,08:14:49 AM,32337982227,2892101-IN,Florida Turnpike Enterprise,50S,3,SR23 NORMANDY MAIN NB MP42,($0.40)
11/12/2020,10/11/2020,02:51:44 PM,32337549054,2852180-IN,Florida Turnpike Enterprise,50S,3,SR821 HOMESTEAD MAIN NB MP10,($2.14)
11/12/2020,10/10/2020,10:31:22 PM,32337530977,2852184-IN,Florida Turnpike Enterprise,8S,3,SR91 LANTANA MAINLINE MP88,($1.95)
11/12/2020,10/10/2020,06:23:11 PM,32337508293,2852187-IN,Florida Turnpike Enterprise,7Z,3,SR91 THREE LAKES MAIN MP236,($6.72)
11/12/2020,10/09/2020,12:25:15 AM,32337515355,2852174-IN,Florida Turnpike Enterprise,60S,3,SR 821 BIRD RD GTL SB MP22,($2.14)
11/12/2020,09/28/2020,02:07:41 AM,32337477244,2852181-IN,Florida Turnpike Enterprise,60S,3,SR91 MIRAMAR MAINLINE A MP47,($2.14)
11/12/2020,11/12/2020,08:20:09 AM,32337444079,2882991-IN,Florida Turnpike Enterprise,60S,3,SR23 NEW WORLD MAIN SB MP43,($0.40)
11/12/2020,11/12/2020,09:24:03 AM,32337401892,2882991-IN,Florida Turnpike Enterprise,50S,5,SR23 NEW WORLD MAIN NB MP43,($0.80)
11/12/2020,09/28/2020,09:40:32 AM,32337373370,2882843-IN,Florida Turnpike Enterprise,60S,5,SR589 HILLSBOROUG AVE SBON MP4,($1.04)
11/12/2020,10/11/2020,03:21:43 PM,32337356743,2852174-IN,Florida Turnpike Enterprise,50S,3,SR 821 BIRD RD GTL NB MP22,($2.14)
11/12/2020,10/16/2020,06:10:48 PM,32337152867,2882991-IN,Florida Turnpike Enterprise,50S,3,SR589 HILLSBOROUGAVE NBOFF MP4,($0.52)
11/12/2020,11/07/2020,05:32:41 PM,32337149451,2882990-IN,Tampa Hillsborough Expressway ,65S,5,SR 618 EAST-MAINLINE EAST,($7.52)
11/12/2020,11/05/2020,01:27:09 AM,32337150930,2852189-IN,Miami-Dade Expressway Authority,81S,5,SR 924 WEST (57TH AVE),($0.94)
11/12/2020,11/04/2020,08:16:08 PM,32336997545,2852172-IN,Miami-Dade Expressway Authority,43S,3,SR 874 NORTH (AT SR826),($0.94)
11/12/2020,10/03/2020,08:05:35 PM,32336995821,2892101-IN,Florida Turnpike Enterprise,60S,3,SR23 NORMANDY MAIN SB MP42,($0.40)
11/12/2020,11/12/2020,07:27:36 AM,32336977328,2841971-IN,Florida Turnpike Enterprise,1B,5,SR570 EASTERN MAINLINE MP21,($4.28)
11/12/2020,11/12/2020,07:18:39 AM,32336981962,2841971-IN,Florida Turnpike Enterprise,9D,5,SR570 CENTRAL MAINLINE MP13,($4.28)
11/12/2020,11/04/2020,07:51:16 PM,32336963830,2852181-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/12/2020,11/04/2020,06:29:27 PM,32336963462,2852181-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/12/2020,11/07/2020,04:34:59 PM,32336946924,2882990-IN,Tampa Hillsborough Expressway ,55S,5,SR 618 50TH ST OFF RAMP,($3.72)
11/12/2020,10/03/2020,08:09:56 PM,32336946823,2882985-IN,Florida Turnpike Enterprise,60S,3,SR23 NORMANDY MAIN SB MP42,($0.40)
11/12/2020,11/04/2020,07:09:40 PM,32336917428,2852181-IN,Miami-Dade Expressway Authority,82S,5,SR836 WEST (AT 137TH AVE),($0.56)
11/12/2020,11/12/2020,06:18:25 AM,32336787454,2882985-IN,Florida Turnpike Enterprise,50S,3,SR23 NEW WORLD MAIN NB MP43,($0.40)
11/12/2020,11/12/2020,03:19:54 AM,32336218124,2841991-IN,Florida Turnpike Enterprise,60S,5,SR23 NORMANDY MAIN SB MP42,($0.80)
11/12/2020,11/12/2020,03:18:22 AM,32336224688,2841991-IN,Florida Turnpike Enterprise,60S,5,SR23 NEW WORLD MAIN SB MP43,($0.80)
11/12/2020,11/12/2020,02:12:50 AM,32335844294,2852187-IN,Florida Turnpike Enterprise,60S,3,SR821 HOMESTEAD MAIN SB MP10,($2.14)
11/12/2020,11/04/2020,02:51:22 PM,32335830775,2852183-IN,Miami-Dade Expressway Authority,42S,3,SR 874 NORTH (AT SR826),($0.94)
11/12/2020,11/05/2020,09:35:57 AM,32335438762,2852172-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/12/2020,11/11/2020,05:56:23 PM,32335267381,2882997-IN,Florida Turnpike Enterprise,60S,5,SR23 PLANTATION MAIN SB MP36,($2.40)
11/12/2020,11/04/2020,12:50:53 AM,32335160220,2852187-IN,Miami-Dade Expressway Authority,22S,5,SR 924 EAST (57TH AVE),($0.94)
11/12/2020,11/04/2020,12:52:32 AM,32335152052,2852187-IN,Miami-Dade Expressway Authority,43S,5,SR 924 EAST (42ND AVE),($0.94)
11/12/2020,10/11/2020,08:15:27 AM,32335126863,2882843-IN,Florida Turnpike Enterprise,5D,5,SR417 CELEBRATION MAINLINE MP1,($3.20)
11/12/2020,10/11/2020,12:36:45 PM,32335117998,2832257-IN,Florida Turnpike Enterprise,2D,5,SR570 AIRPORT RD EAST/WEST MP3,($1.04)
11/12/2020,10/11/2020,10:31:37 AM,32335116806,2832257-IN,Florida Turnpike Enterprise,4D,5,SR570 AIRPORT RD EAST/WEST MP3,($1.04)
11/12/2020,10/11/2020,07:56:12 PM,32335114115,2852180-IN,Florida Turnpike Enterprise,60S,5,SR821 BEACON TRADEPRT E/W MP27,($2.16)
11/12/2020,10/11/2020,07:56:36 PM,32335118742,2852172-IN,Florida Turnpike Enterprise,50S,3,SR821 HOMESTEAD MAIN NB MP10,($2.14)
11/12/2020,10/11/2020,01:10:42 PM,32335112308,2882991-IN,Florida Turnpike Enterprise,2D,5,SR570 AIRPORT RD EAST/WEST MP3,($1.04)
11/12/2020,10/10/2020,08:22:11 PM,32335112044,2852184-IN,Florida Turnpike Enterprise,2Z,5,SR91 JOG RD MP98,($0.50)
11/12/2020,10/11/2020,11:57:56 PM,32335107731,2882843-IN,Florida Turnpike Enterprise,4D,3,SR417 CELEBRATION MAINLINE MP1,($1.60)
11/12/2020,10/11/2020,03:08:52 PM,32335111547,2852187-IN,Florida Turnpike Enterprise,50S,3,SR821 HOMESTEAD MAIN NB MP10,($2.14)
11/12/2020,10/11/2020,03:27:37 PM,32335110820,2852174-IN,Florida Turnpike Enterprise,50S,3,SR821 BEACON TRADEPRT E/W MP27,($1.08)
11/12/2020,10/11/2020,03:47:40 PM,32335105086,2852189-IN,Florida Turnpike Enterprise,50S,3,SR821 HOMESTEAD MAIN NB MP10,($2.14)
11/12/2020,10/12/2020,06:18:09 AM,32335103858,2852172-IN,Florida Turnpike Enterprise,2Z,5,SR91 JOG RD MP98,($0.50)
11/12/2020,10/12/2020,05:06:45 AM,32335097921,2882843-IN,Florida Turnpike Enterprise,5D,5,SR417 CELEBRATION MAINLINE MP1,($3.20)
11/12/2020,10/11/2020,02:55:21 PM,32335086749,2841956-IN,Florida Turnpike Enterprise,5D,3,SR417 CELEBRATION MAINLINE MP1,($1.60)
11/12/2020,10/12/2020,02:35:04 AM,32335086448,2852174-IN,Florida Turnpike Enterprise,60S,3,SR 821 BIRD RD GTL SB MP22,($2.14)
11/12/2020,11/05/2020,09:07:15 AM,32335093014,2852172-IN,Miami-Dade Expressway Authority,23S,5,SR 924 EAST (57TH AVE),($0.94)
11/12/2020,10/11/2020,01:48:54 AM,32335090277,2852189-IN,Florida Turnpike Enterprise,60S,5,SR91 GOLDEN GLADES MAIN SB MP0,($4.28)
11/12/2020,10/11/2020,11:24:08 PM,32335084155,2852180-IN,Florida Turnpike Enterprise,50S,5,SR91 GOLDEN GLADES MAIN NB MP0,($4.28)
11/12/2020,10/11/2020,04:54:55 AM,32335068378,2832263-IN,Florida Turnpike Enterprise,2D,3,SR570 AIRPORT RD EAST/WEST MP3,($0.52)
11/12/2020,10/11/2020,05:15:03 PM,32335065606,2852189-IN,Florida Turnpike Enterprise,50S,3,SR821 BEACON TRADEPRT E/W MP27,($1.08)
11/12/2020,10/11/2020,10:39:06 PM,32335081975,2841956-IN,Florida Turnpike Enterprise,4D,3,SR417 CELEBRATION MAINLINE MP1,($1.60)
11/12/2020,11/05/2020,03:07:30 AM,32335078381,2852183-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/12/2020,11/05/2020,02:50:58 AM,32335078375,2852183-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/12/2020,11/05/2020,02:27:02 AM,32335078362,2852183-IN,Miami-Dade Expressway Authority,23S,5,SR 924 EAST (57TH AVE),($0.94)
11/12/2020,10/11/2020,10:35:45 AM,32335078113,2882843-IN,Florida Turnpike Enterprise,5D,3,SR417 CELEBRATION MAINLINE MP1,($1.60)
11/12/2020,11/05/2020,03:04:27 AM,32335064719,2852183-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/12/2020,11/05/2020,02:23:53 AM,32335064714,2852181-IN,Miami-Dade Expressway Authority,82S,5,SR836 WEST (AT 137TH AVE),($0.56)
11/12/2020,11/05/2020,02:58:22 AM,32335078384,2852189-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/12/2020,11/05/2020,02:43:50 AM,32335078363,2852174-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/12/2020,11/05/2020,02:20:15 AM,32335064710,2852181-IN,Miami-Dade Expressway Authority,63S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/12/2020,11/05/2020,02:44:48 AM,32335078372,2852189-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/12/2020,10/12/2020,02:29:47 AM,32335077662,2852174-IN,Florida Turnpike Enterprise,60S,3,SR821 BEACON TRADEPRT E/W MP27,($1.08)
11/12/2020,11/03/2020,10:42:57 PM,32335063982,2852181-IN,Miami-Dade Expressway Authority,23S,5,SR 924 EAST (57TH AVE),($0.94)
11/12/2020,11/05/2020,02:13:40 AM,32335078354,2852189-IN,Miami-Dade Expressway Authority,23S,5,SR 924 EAST (57TH AVE),($0.94)
11/12/2020,11/05/2020,03:02:39 AM,32335064726,2852174-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/12/2020,11/05/2020,02:44:44 AM,32335078367,2852172-IN,Miami-Dade Expressway Authority,23S,3,SR 924 EAST (57TH AVE),($0.94)
11/12/2020,11/05/2020,03:02:41 AM,32335064713,2852189-IN,Miami-Dade Expressway Authority,91S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/12/2020,11/05/2020,02:58:19 AM,32335064724,2852174-IN,Miami-Dade Expressway Authority,63S,2,SR 874 SOUTH (AT SR826),($0.47)
11/12/2020,11/05/2020,02:26:03 AM,32335078360,2852172-IN,Miami-Dade Expressway Authority,12S,3,SR 874 NORTH (AT TURNPIKE),($0.46)
11/12/2020,11/05/2020,12:51:11 AM,32335064690,2852189-IN,Miami-Dade Expressway Authority,23S,5,SR 924 EAST (57TH AVE),($0.94)
11/12/2020,11/05/2020,03:01:23 AM,32335064718,2852174-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/12/2020,11/05/2020,02:30:34 AM,32335064720,2852172-IN,Miami-Dade Expressway Authority,43S,3,SR 874 NORTH (AT SR826),($0.94)
11/12/2020,11/04/2020,02:10:57 AM,32335064531,2852189-IN,Miami-Dade Expressway Authority,82S,5,SR836 WEST (AT 137TH AVE),($0.56)
11/12/2020,10/12/2020,05:46:01 AM,32335064098,2852172-IN,Florida Turnpike Enterprise,50S,5,SR91 Pompano Bch Main NB MP65,($4.28)
11/12/2020,10/12/2020,03:42:30 AM,32335077508,2832257-IN,Florida Turnpike Enterprise,2D,3,SR570 AIRPORT RD EAST/WEST MP3,($0.52)
11/12/2020,10/12/2020,01:41:59 AM,32335062792,2852172-IN,Florida Turnpike Enterprise,5D,5,EVERGLADES WEST,($11.76)
11/12/2020,10/11/2020,09:28:44 AM,32335073983,2841944-IN,Florida Turnpike Enterprise,2D,3,SR570 WARING RD MP4,($1.08)
11/12/2020,10/10/2020,10:01:36 PM,32335069298,2852172-IN,Florida Turnpike Enterprise,50S,3,SR821 NW 57TH AVE - ORT MP43,($1.08)
11/12/2020,10/12/2020,01:35:50 AM,32335048190,2852180-IN,Florida Turnpike Enterprise,60S,5,SR91 GOLDEN GLADES MAIN SB MP0,($4.28)
11/12/2020,10/11/2020,10:02:24 PM,32335048375,2852172-IN,Florida Turnpike Enterprise,6D,5,EVERGLADES EAST,($11.76)
11/12/2020,10/11/2020,01:29:45 AM,32335048016,2852189-IN,Florida Turnpike Enterprise,60S,5,SR91 Pompano Bch Main SB MP65,($4.28)
11/12/2020,10/11/2020,11:43:24 PM,32335047980,2852180-IN,Florida Turnpike Enterprise,50S,5,SR91 Pompano Bch Main NB MP65,($4.28)
11/12/2020,10/10/2020,09:50:11 PM,32335048269,2852172-IN,Florida Turnpike Enterprise,50S,3,SR821 OKEECHOBEE MAINLINE MP32,($2.14)
11/12/2020,11/03/2020,02:30:17 PM,32335047153,2852187-IN,Miami-Dade Expressway Authority,43S,3,SR 924 EAST (42ND AVE),($0.94)
11/12/2020,10/11/2020,06:07:39 AM,32335052184,2832263-IN,Florida Turnpike Enterprise,4D,5,SR570 AIRPORT RD EAST/WEST MP3,($1.04)
11/12/2020,10/11/2020,03:19:31 PM,32335051281,2852187-IN,Florida Turnpike Enterprise,50S,3,SR 821 BIRD RD GTL NB MP22,($2.14)
11/12/2020,10/11/2020,12:05:43 AM,32335039827,2852189-IN,Florida Turnpike Enterprise,4Z,5,SR91 WEST PALM BEACH MP99,($0.75)
11/12/2020,10/11/2020,03:10:29 PM,32335034575,2852174-IN,Florida Turnpike Enterprise,50S,3,SR821 HOMESTEAD MAIN NB MP10,($2.14)
11/12/2020,10/12/2020,01:15:15 AM,32335029949,2882997-IN,Florida Turnpike Enterprise,2D,5,SR 91 US 27 LEESBURG N MP289,($5.36)
11/11/2020,11/03/2020,03:16:47 PM,32334976167,2852187-IN,Miami-Dade Expressway Authority,83S,5,SR 924 WEST (57TH AVE),($0.94)
11/11/2020,11/03/2020,06:00:47 PM,32334971062,2852183-IN,Miami-Dade Expressway Authority,63S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/11/2020,11/11/2020,04:15:57 PM,32334952965,2841944-IN,Florida Turnpike Enterprise,2D,5,SR570 WARING RD MP4,($2.16)
11/11/2020,11/03/2020,05:56:01 PM,32334941017,2852189-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/11/2020,11/03/2020,02:59:29 PM,32334925438,2852183-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/11/2020,11/03/2020,02:16:02 PM,32334901613,2852187-IN,Miami-Dade Expressway Authority,45S,3,SR836 EAST (AT 97TH AVE),($1.32)
11/11/2020,11/03/2020,02:55:57 PM,32334889013,2852183-IN,Miami-Dade Expressway Authority,22S,5,SR836 EAST (AT 137TH AVE),($0.56)
11/11/2020,11/03/2020,02:28:37 PM,32334883833,2852187-IN,Miami-Dade Expressway Authority,22S,3,SR 924 EAST (57TH AVE),($0.94)
11/11/2020,11/03/2020,03:02:29 PM,32334884041,2852181-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/11/2020,10/26/2020,02:33:28 AM,32334791720,2852189-IN,Miami-Dade Expressway Authority,82S,5,SR836 WEST (AT 137TH AVE),($0.56)
11/11/2020,10/26/2020,02:40:06 AM,32334791698,2852181-IN,Miami-Dade Expressway Authority,23S,5,SR 924 EAST (57TH AVE),($0.94)
11/11/2020,10/26/2020,02:28:19 AM,32334791716,2852189-IN,Miami-Dade Expressway Authority,73S,5,SR836 WEST (84TH AVE RAMP),($0.56)
11/11/2020,11/03/2020,08:29:50 AM,32334781075,2852172-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/11/2020,11/03/2020,08:31:09 AM,32334774705,2852172-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/11/2020,11/03/2020,08:26:39 AM,32334725972,2852172-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/11/2020,11/02/2020,08:34:44 PM,32334680775,2852172-IN,Miami-Dade Expressway Authority,12S,3,SR 874 NORTH (AT TURNPIKE),($0.46)
11/11/2020,11/03/2020,12:08:54 AM,32334661467,2852187-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/11/2020,11/02/2020,06:03:20 PM,32334661416,2852189-IN,Miami-Dade Expressway Authority,43S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/11/2020,11/03/2020,12:07:16 AM,32334655471,2852187-IN,Miami-Dade Expressway Authority,62S,3,SR 924 WEST (42ND AVE),($0.94)
11/11/2020,11/03/2020,02:52:38 AM,32334609440,2852181-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/11/2020,11/03/2020,02:51:21 AM,32334609435,2852181-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/11/2020,11/03/2020,02:00:08 AM,32334609423,2852181-IN,Miami-Dade Expressway Authority,22S,5,SR 924 EAST (57TH AVE),($0.94)
11/11/2020,11/03/2020,01:58:12 AM,32334609408,2852180-IN,Miami-Dade Expressway Authority,82S,3,SR 924 WEST (57TH AVE),($0.94)
11/11/2020,11/03/2020,02:41:24 AM,32334597775,2852184-IN,Miami-Dade Expressway Authority,64S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/11/2020,11/03/2020,02:48:19 AM,32334597776,2852181-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/11/2020,11/03/2020,01:56:42 AM,32334597772,2852180-IN,Miami-Dade Expressway Authority,62S,3,SR 924 WEST (42ND AVE),($0.94)
11/11/2020,11/03/2020,12:24:41 AM,32334597719,2852184-IN,Miami-Dade Expressway Authority,23S,5,SR 924 EAST (57TH AVE),($0.94)
11/11/2020,11/03/2020,02:14:41 AM,32334599129,2852180-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/11/2020,11/03/2020,02:11:38 AM,32334599106,2852180-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/11/2020,11/03/2020,02:30:00 AM,32334590196,2852184-IN,Miami-Dade Expressway Authority,82S,5,SR 924 WEST (57TH AVE),($0.94)
11/11/2020,11/03/2020,02:34:44 AM,32334590210,2852181-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/11/2020,11/03/2020,02:30:00 AM,32334590204,2852174-IN,Miami-Dade Expressway Authority,64S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/11/2020,11/03/2020,02:15:58 AM,32334590181,2852180-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/11/2020,11/02/2020,07:17:46 PM,32334581536,2852181-IN,Miami-Dade Expressway Authority,64S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/11/2020,11/02/2020,08:09:24 PM,32334570007,2852181-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/11/2020,11/02/2020,08:39:28 PM,32334563021,2852172-IN,Miami-Dade Expressway Authority,43S,3,SR 874 NORTH (AT SR826),($0.94)
11/11/2020,11/05/2020,03:54:23 AM,32334558072,2852172-IN,Miami-Dade Expressway Authority,83S,5,SR 924 WEST (57TH AVE),($0.94)
11/11/2020,11/04/2020,10:13:26 PM,32334558020,2852172-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/11/2020,11/04/2020,10:12:07 PM,32334558015,2852172-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/11/2020,11/04/2020,10:08:56 PM,32334558010,2852172-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/11/2020,11/04/2020,09:54:49 PM,32334558002,2852172-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/11/2020,11/02/2020,05:12:07 PM,32334514328,2852180-IN,Miami-Dade Expressway Authority,81S,5,SR 924 WEST (57TH AVE),($0.94)
11/11/2020,11/11/2020,01:15:12 PM,32334457887,2908278-IN,Florida Turnpike Enterprise,60S,2,SR91 Consulate Dr SBOff MP255,($0.80)
11/11/2020,10/10/2020,08:29:48 PM,32334031440,2852189-IN,Florida Turnpike Enterprise,3A,5,SR417 CELEBRATION MAINLINE MP1,($3.20)
11/11/2020,11/02/2020,01:55:45 AM,32333927910,2852172-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/11/2020,11/02/2020,01:51:45 AM,32333916082,2852172-IN,Miami-Dade Expressway Authority,22S,5,SR836 EAST (AT 137TH AVE),($0.56)
11/11/2020,11/11/2020,08:59:16 AM,32333901114,2882991-IN,Florida Turnpike Enterprise,50S,5,SR23 NEW WORLD MAIN NB MP43,($0.80)
11/11/2020,11/02/2020,01:58:08 AM,32333873557,2852187-IN,Miami-Dade Expressway Authority,81S,5,SR 924 WEST (57TH AVE),($0.94)
11/11/2020,11/01/2020,11:32:59 PM,32333862253,2852184-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/11/2020,10/10/2020,01:12:33 AM,32333859238,2841972-IN,Florida Turnpike Enterprise,6D,3,SKYWAY NORTH,($2.14)
