POSTED DATE,TRANSACTION DATE,TRANSACTION TIME,TRANSACTION NUMBER,TRANSPONDER/LICENSE PLATE,AGENCY NAME,LANE,AXLE,DESCRPTION / PLAZA NAME,AMOUNT
11/10/2020,11/10/2020,01:40:15 AM,32325765712,2852187-IN,Florida Turnpike Enterprise,60S,3,SR869 DEERFIELD A MAIN SB MP20,($2.14)
11/10/2020,11/10/2020,01:43:13 AM,32325764232,2852174-IN,Florida Turnpike Enterprise,60S,3,SR821 HOMESTEAD MAIN SB MP10,($2.14)
11/10/2020,11/10/2020,02:38:14 AM,32325775162,2852187-IN,Florida Turnpike Enterprise,60S,3,SR821 HOMESTEAD MAIN SB MP10,($2.14)
11/10/2020,11/10/2020,02:27:19 AM,32325774163,2852187-IN,Florida Turnpike Enterprise,61S,3,SR821 Bird Rd ML SB MP22,($2.14)
11/10/2020,11/02/2020,04:34:21 PM,32325772106,2852181-IN,Miami-Dade Expressway Authority,42S,3,SR 874 NORTH (AT SR826),($0.94)
11/10/2020,11/02/2020,03:41:41 PM,32325772033,2852174-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/10/2020,11/02/2020,04:29:49 PM,32325761746,2852181-IN,Miami-Dade Expressway Authority,12S,3,SR 874 NORTH (AT TURNPIKE),($0.46)
11/10/2020,11/02/2020,04:31:10 PM,32325761742,2852181-IN,Miami-Dade Expressway Authority,22S,3,SR 874 NORTH (KILLIAN),($0.46)
11/10/2020,11/02/2020,03:38:06 PM,32325761689,2852174-IN,Miami-Dade Expressway Authority,22S,5,SR836 EAST (AT 137TH AVE),($0.56)
11/10/2020,11/02/2020,03:32:34 PM,32325761679,2852187-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/10/2020,11/10/2020,12:18:56 AM,32325725079,2882843-IN,Florida Turnpike Enterprise,5D,5,SR417 CELEBRATION MAINLINE MP1,($3.20)
11/10/2020,11/09/2020,10:51:02 PM,32325712708,2852172-IN,Florida Turnpike Enterprise,7Z,3,SR91 THREE LAKES MAIN MP236,($6.72)
11/10/2020,10/07/2020,04:55:04 PM,32325712503,2852189-IN,Florida Turnpike Enterprise,50S,5,SR91 MIRAMAR MAINLINE A MP47,($4.28)
11/10/2020,10/08/2020,01:12:51 PM,32325696582,2852174-IN,Florida Turnpike Enterprise,50S,3,SR821 BEACON TRADEPRT E/W MP27,($1.08)
11/10/2020,11/02/2020,02:58:39 PM,32325704228,2852180-IN,Miami-Dade Expressway Authority,42S,3,SR 874 NORTH (AT SR826),($0.94)
11/10/2020,11/02/2020,02:55:36 PM,32325697417,2852180-IN,Miami-Dade Expressway Authority,22S,3,SR 874 NORTH (KILLIAN),($0.46)
11/10/2020,11/02/2020,02:54:16 PM,32325704201,2852180-IN,Miami-Dade Expressway Authority,12S,3,SR 874 NORTH (AT TURNPIKE),($0.46)
11/10/2020,10/08/2020,01:07:44 PM,32325677224,2852174-IN,Florida Turnpike Enterprise,50S,3,SR 821 BIRD RD GTL NB MP22,($2.14)
11/10/2020,10/06/2020,02:39:13 PM,32325675022,2852187-IN,Florida Turnpike Enterprise,50S,4,SR91 Pompano Bch Main NB MP65,($3.21)
11/10/2020,10/08/2020,08:32:09 AM,32325671108,2852172-IN,Florida Turnpike Enterprise,60S,3,SR821 HOMESTEAD MAIN SB MP10,($2.14)
11/10/2020,11/02/2020,08:03:03 AM,32325663811,2852172-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/10/2020,11/02/2020,07:59:49 AM,32325657782,2852172-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/10/2020,11/02/2020,08:04:31 AM,32325657788,2852172-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/10/2020,10/08/2020,02:29:53 PM,32325658844,2923944-IN,Florida Turnpike Enterprise,6D,2,EVERGLADES EAST,($2.94)
11/10/2020,10/02/2020,01:57:02 AM,32325629125,2852180-IN,Florida Turnpike Enterprise,60S,3,SR821 HOMESTEAD MAIN SB MP10,($2.14)
11/10/2020,10/06/2020,11:59:22 AM,32325598498,2852181-IN,Florida Turnpike Enterprise,50S,3,SR 821 NW 74 ST NB OFF MP31,($1.60)
11/10/2020,09/27/2020,12:03:03 AM,32325599000,2852184-IN,Florida Turnpike Enterprise,60S,3,SR821 BEACON TRADEPRT E/W MP27,($1.08)
11/10/2020,11/02/2020,05:49:15 AM,32325588009,2852189-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/10/2020,11/02/2020,07:38:50 AM,32325577047,2852172-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/02/2020,05:32:43 AM,32325587958,2852189-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/02/2020,05:50:31 AM,32325588027,2852189-IN,Miami-Dade Expressway Authority,91S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/10/2020,10/06/2020,05:59:08 AM,32325585496,2852172-IN,Florida Turnpike Enterprise,60S,3,SR91 MIRAMAR MAINLINE A MP47,($2.14)
11/10/2020,11/10/2020,01:26:57 AM,32325765951,2841971-IN,Florida Turnpike Enterprise,4D,5,SR570 EASTERN MAINLINE MP21,($4.28)
11/10/2020,10/02/2020,02:28:58 PM,32325581996,2852180-IN,Florida Turnpike Enterprise,50S,5,SR91 Pompano Bch Main NB MP65,($4.28)
11/10/2020,10/04/2020,11:52:12 AM,32325557833,2852172-IN,Florida Turnpike Enterprise,60S,3,SR821 HOMESTEAD MAIN SB MP10,($2.14)
11/10/2020,10/08/2020,08:21:17 AM,32325554232,2852172-IN,Florida Turnpike Enterprise,60S,3,SR 821 BIRD RD GTL SB MP22,($2.14)
11/10/2020,11/10/2020,01:40:16 AM,32325764047,2841971-IN,Florida Turnpike Enterprise,5D,5,SR570 WESTERN MAINLINE MP8,($4.28)
11/10/2020,10/08/2020,12:32:38 AM,32325537835,2852180-IN,Florida Turnpike Enterprise,60S,5,SR91 GOLDEN GLADES MAIN SB MP0,($4.28)
11/10/2020,10/06/2020,02:19:27 PM,32325513823,2852187-IN,Florida Turnpike Enterprise,50S,5,SR91 GOLDEN GLADES MAIN NB MP0,($4.28)
11/10/2020,10/08/2020,09:22:47 AM,32325488292,2882843-IN,Florida Turnpike Enterprise,3S,3,SR528 Bchline West Main EB MP6,($3.34)
11/10/2020,10/08/2020,12:46:10 PM,32325480631,2852187-IN,Florida Turnpike Enterprise,50S,3,SR821 HOMESTEAD MAIN NB MP10,($2.14)
11/10/2020,11/02/2020,03:20:27 AM,32325464547,2852184-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/10/2020,11/02/2020,03:21:52 AM,32325455482,2852181-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/10/2020,11/01/2020,10:30:06 PM,32325464507,2852187-IN,Miami-Dade Expressway Authority,22S,5,SR 924 EAST (57TH AVE),($0.94)
11/10/2020,11/02/2020,01:27:05 AM,32325464525,2852183-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/10/2020,11/02/2020,03:21:43 AM,32325455467,2852184-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/10/2020,11/02/2020,01:56:36 AM,32325455391,2852187-IN,Miami-Dade Expressway Authority,61S,5,SR 924 WEST (42ND AVE),($0.94)
11/10/2020,11/02/2020,01:31:24 AM,32325455370,2852183-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/10/2020,11/02/2020,03:17:32 AM,32325455475,2852181-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/10/2020,11/02/2020,03:17:25 AM,32325455462,2852184-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/10/2020,11/02/2020,02:09:50 AM,32325455387,2852187-IN,Miami-Dade Expressway Authority,65S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/10/2020,11/02/2020,01:30:08 AM,32325455362,2852183-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/10/2020,11/02/2020,03:04:04 AM,32325455438,2852181-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/02/2020,05:10:09 AM,32325464703,2852189-IN,Miami-Dade Expressway Authority,23S,5,SR 924 EAST (57TH AVE),($0.94)
11/10/2020,11/01/2020,10:31:47 PM,32325455350,2852187-IN,Miami-Dade Expressway Authority,43S,5,SR 924 EAST (42ND AVE),($0.94)
11/10/2020,11/02/2020,03:04:02 AM,32325455426,2852184-IN,Miami-Dade Expressway Authority,82S,3,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/02/2020,01:13:37 AM,32325455345,2852183-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/02/2020,03:20:35 AM,32325455434,2852181-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/10/2020,10/07/2020,11:53:47 PM,32325442346,2852184-IN,Florida Turnpike Enterprise,60S,3,SR821 HOMESTEAD MAIN SB MP10,($2.14)
11/10/2020,10/07/2020,11:09:41 PM,32325414022,2852180-IN,Florida Turnpike Enterprise,2Z,5,SR91 JOG RD MP98,($0.50)
11/10/2020,11/01/2020,05:33:17 PM,32325411193,2852189-IN,Miami-Dade Expressway Authority,42S,3,SR 874 NORTH (AT SR826),($0.94)
11/10/2020,11/01/2020,05:28:42 PM,32325407346,2852189-IN,Miami-Dade Expressway Authority,11S,2,SR 874 NORTH (AT TURNPIKE),($0.23)
11/10/2020,11/01/2020,05:36:28 PM,32325411256,2852181-IN,Miami-Dade Expressway Authority,81S,5,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,02:39:28 PM,32325407053,2852187-IN,Miami-Dade Expressway Authority,43S,5,SR 924 EAST (42ND AVE),($0.94)
11/10/2020,11/01/2020,07:18:32 PM,32325411303,2852174-IN,Miami-Dade Expressway Authority,22S,5,SR836 EAST (AT 137TH AVE),($0.56)
11/10/2020,11/01/2020,07:22:18 PM,32325407466,2852174-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/10/2020,10/05/2020,02:26:20 AM,32325362714,2852183-IN,Florida Turnpike Enterprise,60S,3,SR821 HOMESTEAD MAIN SB MP10,($2.14)
11/10/2020,10/04/2020,01:34:54 AM,32325360273,2852180-IN,Florida Turnpike Enterprise,60S,3,SR821 HOMESTEAD MAIN SB MP10,($2.14)
11/10/2020,11/01/2020,10:54:23 PM,32325358780,2852172-IN,Miami-Dade Expressway Authority,83S,5,SR836 WEST (AT 137TH AVE),($0.56)
11/10/2020,11/02/2020,12:12:32 AM,32325358813,2852184-IN,Miami-Dade Expressway Authority,63S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/10/2020,11/02/2020,12:38:17 AM,32325358822,2852183-IN,Miami-Dade Expressway Authority,23S,5,SR 924 EAST (57TH AVE),($0.94)
11/10/2020,11/01/2020,08:31:24 PM,32325358628,2852172-IN,Miami-Dade Expressway Authority,23S,2,SR 924 EAST (57TH AVE),($0.47)
11/10/2020,11/02/2020,12:16:15 AM,32325358806,2852184-IN,Miami-Dade Expressway Authority,83S,5,SR836 WEST (AT 137TH AVE),($0.56)
11/10/2020,11/01/2020,08:40:48 PM,32325358651,2852174-IN,Miami-Dade Expressway Authority,63S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/10/2020,11/01/2020,08:17:11 PM,32325358620,2852172-IN,Miami-Dade Expressway Authority,42S,3,SR 874 NORTH (AT SR826),($0.94)
11/10/2020,11/01/2020,11:29:09 PM,32325358796,2852184-IN,Miami-Dade Expressway Authority,22S,5,SR836 EAST (AT 137TH AVE),($0.56)
11/10/2020,11/01/2020,11:26:33 PM,32325355848,2852174-IN,Miami-Dade Expressway Authority,22S,5,SR836 EAST (AT 137TH AVE),($0.56)
11/10/2020,11/01/2020,10:50:22 PM,32325355837,2852172-IN,Miami-Dade Expressway Authority,63S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/10/2020,11/02/2020,12:06:36 AM,32325358800,2852189-IN,Miami-Dade Expressway Authority,83S,5,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,09:33:07 PM,32325355754,2852172-IN,Miami-Dade Expressway Authority,62S,3,SR 924 WEST (42ND AVE),($0.94)
11/10/2020,11/01/2020,11:29:59 PM,32325355846,2852174-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/10/2020,11/01/2020,09:26:13 PM,32325355780,2852187-IN,Miami-Dade Expressway Authority,61S,5,SR 924 WEST (42ND AVE),($0.94)
11/10/2020,11/01/2020,08:20:49 PM,32325355585,2852184-IN,Miami-Dade Expressway Authority,83S,5,SR836 WEST (AT 137TH AVE),($0.56)
11/10/2020,11/01/2020,08:38:50 PM,32325355663,2852174-IN,Miami-Dade Expressway Authority,73S,5,SR836 WEST (84TH AVE RAMP),($0.56)
11/10/2020,11/01/2020,06:21:35 PM,32325348429,2852189-IN,Miami-Dade Expressway Authority,81S,5,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,09:34:55 PM,32325355739,2852172-IN,Miami-Dade Expressway Authority,81S,3,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,09:27:44 PM,32325355747,2852187-IN,Miami-Dade Expressway Authority,81S,5,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,08:17:13 PM,32325355511,2852184-IN,Miami-Dade Expressway Authority,63S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/10/2020,11/01/2020,08:44:16 PM,32325355608,2852174-IN,Miami-Dade Expressway Authority,83S,5,SR836 WEST (AT 137TH AVE),($0.56)
11/10/2020,11/01/2020,08:12:24 PM,32325355569,2852172-IN,Miami-Dade Expressway Authority,12S,2,SR 874 NORTH (AT TURNPIKE),($0.23)
11/10/2020,10/08/2020,03:23:07 AM,32325352433,2852189-IN,Florida Turnpike Enterprise,60S,3,SR821 BEACON TRADEPRT E/W MP27,($1.08)
11/10/2020,10/08/2020,11:05:28 AM,32325349150,2882843-IN,Florida Turnpike Enterprise,5D,3,SR417 CELEBRATION MAINLINE MP1,($1.60)
11/10/2020,10/07/2020,10:34:30 PM,32325350142,2882997-IN,Florida Turnpike Enterprise,60S,3,SR 417 LAKE JESUP ML SB MP47,($4.26)
11/10/2020,10/08/2020,02:53:36 AM,32325348762,2852189-IN,Florida Turnpike Enterprise,60S,5,SR821 OKEECHOBEE MAINLINE MP32,($4.28)
11/10/2020,10/06/2020,08:15:47 PM,32325313025,2852189-IN,Florida Turnpike Enterprise,60S,5,SR821 BEACON TRADEPRT E/W MP27,($2.16)
11/10/2020,10/08/2020,08:15:48 AM,32325308093,2852172-IN,Florida Turnpike Enterprise,60S,3,SR821 BEACON TRADEPRT E/W MP27,($1.08)
11/10/2020,11/09/2020,11:39:55 PM,32325707369,2841971-IN,Florida Turnpike Enterprise,2D,5,SR570 EASTERN MAINLINE MP21,($4.28)
11/10/2020,09/25/2020,12:26:24 AM,32325293575,2882987-IN,Florida Turnpike Enterprise,2D,5,SR570 AIRPORT RD EAST/WEST MP3,($1.04)
11/10/2020,10/07/2020,04:39:19 PM,32325290462,2852189-IN,Florida Turnpike Enterprise,50S,5,SR821 OKEECHOBEE MAINLINE MP32,($4.28)
11/10/2020,10/08/2020,10:14:35 AM,32325682976,2841956-IN,Florida Turnpike Enterprise,4D,3,SR417 CELEBRATION MAINLINE MP1,($1.60)
11/10/2020,11/09/2020,11:26:17 PM,32325701953,2841971-IN,Florida Turnpike Enterprise,11D,5,SR570 WESTERN MAINLINE MP8,($4.28)
11/10/2020,11/09/2020,11:30:56 PM,32325686227,2841971-IN,Florida Turnpike Enterprise,9D,5,SR570 CENTRAL MAINLINE MP13,($4.28)
11/10/2020,10/08/2020,12:38:41 PM,32325666415,2832257-IN,Florida Turnpike Enterprise,2D,5,SR570 AIRPORT RD EAST/WEST MP3,($1.04)
11/10/2020,10/08/2020,01:09:00 PM,32325653715,2832257-IN,Florida Turnpike Enterprise,4D,5,SR570 AIRPORT RD EAST/WEST MP3,($1.04)
11/10/2020,10/08/2020,02:52:05 PM,32325624009,2841971-IN,Florida Turnpike Enterprise,2D,3,SR570 AIRPORT RD EAST/WEST MP3,($0.52)
11/10/2020,10/08/2020,03:23:49 PM,32325628954,2832257-IN,Florida Turnpike Enterprise,2D,3,SR570 AIRPORT RD EAST/WEST MP3,($0.52)
11/10/2020,11/02/2020,07:21:03 AM,32325587989,2841936-IN,Miami-Dade Expressway Authority,62S,3,SR 924 WEST (42ND AVE),($0.94)
11/10/2020,11/02/2020,09:09:48 AM,32325588039,2841936-IN,Miami-Dade Expressway Authority,23S,3,SR 924 EAST (57TH AVE),($0.94)
11/10/2020,10/07/2020,06:35:36 PM,32325485064,2842015-IN,Florida Turnpike Enterprise,4D,5,SR417 CELEBRATION MAINLINE MP1,($3.20)
11/10/2020,10/04/2020,10:59:56 AM,32325267189,2852172-IN,Florida Turnpike Enterprise,60S,3,SR91 MIRAMAR MAINLINE A MP47,($2.14)
11/10/2020,10/07/2020,03:57:50 PM,32325473630,2841968-IN,Florida Turnpike Enterprise,62S,5,I4CONNECTOR-I4 EB TO SELMON EB,($2.12)
11/10/2020,10/08/2020,08:44:17 AM,32325452043,2832257-IN,Florida Turnpike Enterprise,4D,5,SR570 AIRPORT RD EAST/WEST MP3,($1.04)
11/10/2020,10/02/2020,12:38:50 AM,32325257800,2852180-IN,Florida Turnpike Enterprise,60S,5,SR91 Pompano Bch Main SB MP65,($4.28)
11/10/2020,10/07/2020,08:03:26 PM,32325248469,2852189-IN,Florida Turnpike Enterprise,7Z,4,SR91 THREE LAKES MAIN MP236,($8.96)
11/10/2020,10/05/2020,11:18:51 PM,32325426398,2841971-IN,Florida Turnpike Enterprise,2D,5,SR570 EASTERN MAINLINE MP21,($4.28)
11/10/2020,10/07/2020,10:27:44 PM,32325242693,2852172-IN,Florida Turnpike Enterprise,50S,3,SR821 BEACON TRADEPRT E/W MP27,($1.08)
11/10/2020,10/06/2020,12:39:21 AM,32325411845,2841971-IN,Florida Turnpike Enterprise,5D,3,SR570 WESTERN MAINLINE MP8,($2.14)
11/10/2020,10/07/2020,05:14:39 PM,32325248796,2852187-IN,Florida Turnpike Enterprise,7Z,5,SR91 THREE LAKES MAIN MP236,($11.20)
11/10/2020,10/07/2020,07:01:35 AM,32325229094,2852172-IN,Florida Turnpike Enterprise,60S,5,SR821 OKEECHOBEE MAINLINE MP32,($4.28)
11/10/2020,10/07/2020,03:56:52 PM,32325204539,2852189-IN,Florida Turnpike Enterprise,50S,3,SR 821 BIRD RD GTL NB MP22,($2.14)
11/10/2020,10/04/2020,05:24:45 AM,32325204518,2852172-IN,Florida Turnpike Enterprise,4Z,5,SR91 FORT PIERCE MP152,($1.60)
11/10/2020,11/01/2020,01:37:01 AM,32325158305,2852187-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/10/2020,11/01/2020,04:34:22 PM,32325168638,2852181-IN,Miami-Dade Expressway Authority,21S,3,SR 874 NORTH (KILLIAN),($0.46)
11/10/2020,11/01/2020,04:50:58 PM,32325158500,2852181-IN,Miami-Dade Expressway Authority,23S,3,SR 924 EAST (57TH AVE),($0.94)
11/10/2020,11/01/2020,04:37:31 PM,32325158490,2852181-IN,Miami-Dade Expressway Authority,42S,3,SR 874 NORTH (AT SR826),($0.94)
11/10/2020,11/01/2020,05:46:54 PM,32325158538,2852189-IN,Miami-Dade Expressway Authority,23S,3,SR 924 EAST (57TH AVE),($0.94)
11/10/2020,09/21/2020,07:45:47 PM,32325162059,2882991-IN,Florida Turnpike Enterprise,50S,3,SR23 NEW WORLD MAIN NB MP43,($0.40)
11/10/2020,09/22/2020,07:25:32 AM,32325159524,2882991-IN,Florida Turnpike Enterprise,60S,3,SR23 NEW WORLD MAIN SB MP43,($0.40)
11/10/2020,11/01/2020,02:28:57 PM,32325148801,2852183-IN,Miami-Dade Expressway Authority,81S,5,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,03:53:54 PM,32325148849,2852184-IN,Miami-Dade Expressway Authority,82S,5,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,02:06:12 PM,32325148784,2852183-IN,Miami-Dade Expressway Authority,23S,3,SR 924 EAST (57TH AVE),($0.94)
11/10/2020,11/01/2020,02:31:11 PM,32325148798,2852184-IN,Miami-Dade Expressway Authority,42S,2,SR 874 NORTH (AT SR826),($0.47)
11/10/2020,11/01/2020,01:52:41 PM,32325148764,2852183-IN,Miami-Dade Expressway Authority,42S,3,SR 874 NORTH (AT SR826),($0.94)
11/10/2020,11/01/2020,02:26:51 PM,32325148791,2852184-IN,Miami-Dade Expressway Authority,11S,3,SR 874 NORTH (AT TURNPIKE),($0.46)
11/10/2020,11/01/2020,01:49:36 PM,32325146036,2852183-IN,Miami-Dade Expressway Authority,22S,3,SR 874 NORTH (KILLIAN),($0.46)
11/10/2020,11/01/2020,02:37:52 PM,32325148810,2852187-IN,Miami-Dade Expressway Authority,23S,5,SR 924 EAST (57TH AVE),($0.94)
11/10/2020,11/01/2020,02:44:39 PM,32325146097,2852184-IN,Miami-Dade Expressway Authority,23S,3,SR 924 EAST (57TH AVE),($0.94)
11/10/2020,11/01/2020,03:44:13 PM,32325148861,2852174-IN,Miami-Dade Expressway Authority,83S,5,SR836 WEST (AT 137TH AVE),($0.56)
11/10/2020,11/01/2020,02:25:44 PM,32325148803,2852187-IN,Miami-Dade Expressway Authority,44S,5,SR836 EAST (AT 97TH AVE),($1.32)
11/10/2020,11/01/2020,02:28:08 PM,32325146086,2852184-IN,Miami-Dade Expressway Authority,22S,3,SR 874 NORTH (KILLIAN),($0.46)
11/10/2020,11/01/2020,03:40:37 PM,32325146177,2852174-IN,Miami-Dade Expressway Authority,63S,5,SR836 WEST (AT 97TH AVE),($1.32)
11/10/2020,11/01/2020,04:43:10 AM,32325144957,2852189-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/10/2020,11/01/2020,03:00:38 PM,32325146136,2852187-IN,Miami-Dade Expressway Authority,61S,3,SR 924 WEST (42ND AVE),($0.94)
11/10/2020,11/01/2020,02:47:55 PM,32325146139,2852174-IN,Miami-Dade Expressway Authority,22S,5,SR836 EAST (AT 137TH AVE),($0.56)
11/10/2020,11/01/2020,04:39:50 AM,32325144930,2852189-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/10/2020,11/01/2020,01:32:41 AM,32325144789,2852187-IN,Miami-Dade Expressway Authority,62S,3,SR 874 SOUTH (AT SR826),($0.94)
11/10/2020,11/01/2020,04:23:30 AM,32325144912,2852189-IN,Miami-Dade Expressway Authority,62S,3,SR 924 WEST (42ND AVE),($0.94)
11/10/2020,11/01/2020,01:35:44 AM,32325137974,2852187-IN,Miami-Dade Expressway Authority,83S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/10/2020,11/01/2020,04:44:31 AM,32325144878,2852189-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/10/2020,11/01/2020,01:32:50 AM,32325144800,2852183-IN,Miami-Dade Expressway Authority,82S,3,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,01:17:44 AM,32325137959,2852187-IN,Miami-Dade Expressway Authority,62S,3,SR 924 WEST (42ND AVE),($0.94)
11/10/2020,11/01/2020,04:25:06 AM,32325144867,2852189-IN,Miami-Dade Expressway Authority,82S,3,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,01:51:23 AM,32325137999,2852183-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/10/2020,11/01/2020,01:27:13 AM,32325144778,2852189-IN,Miami-Dade Expressway Authority,81S,5,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,01:46:53 AM,32325137995,2852183-IN,Miami-Dade Expressway Authority,61S,3,SR 874 SOUTH (AT SR826),($0.94)
11/10/2020,11/01/2020,01:19:14 AM,32325137951,2852187-IN,Miami-Dade Expressway Authority,82S,3,SR 924 WEST (57TH AVE),($0.94)
11/10/2020,11/01/2020,01:25:30 AM,32325137956,2852189-IN,Miami-Dade Expressway Authority,62S,5,SR 924 WEST (42ND AVE),($0.94)
11/10/2020,11/01/2020,01:50:03 AM,32325137972,2852183-IN,Miami-Dade Expressway Authority,81S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/10/2020,10/07/2020,05:35:41 PM,32325140243,2882990-IN,Florida Turnpike Enterprise,4D,5,SR417 CELEBRATION MAINLINE MP1,($3.20)
11/10/2020,10/02/2020,12:10:46 AM,32325139365,2852181-IN,Florida Turnpike Enterprise,8S,5,SR91 LANTANA MAINLINE MP88,($3.25)
11/10/2020,10/01/2020,02:11:20 AM,32325139803,2852180-IN,Florida Turnpike Enterprise,60S,3,SR 821 BIRD RD GTL SB MP22,($2.14)
11/10/2020,09/22/2020,10:26:01 PM,32325126696,2892101-IN,Florida Turnpike Enterprise,50S,5,SR23 NEW WORLD MAIN NB MP43,($0.80)
11/10/2020,10/08/2020,03:28:33 AM,32325124292,2852189-IN,Florida Turnpike Enterprise,60S,3,SR 821 BIRD RD GTL SB MP22,($2.14)
11/10/2020,10/03/2020,01:08:36 AM,32325130223,2852187-IN,Florida Turnpike Enterprise,60S,3,SR821 BEACON TRADEPRT E/W MP27,($1.08)
11/10/2020,09/22/2020,07:44:03 PM,32325104667,2892101-IN,Florida Turnpike Enterprise,60S,3,SR23 NORMANDY MAIN SB MP42,($0.40)
11/10/2020,10/28/2020,05:47:07 AM,32325110103,2852172-IN,Miami-Dade Expressway Authority,92S,3,SR 874 SOUTH (AT TURNPIKE),($0.46)
11/10/2020,11/01/2020,04:35:51 AM,32325144898,2841955-IN,Miami-Dade Expressway Authority,22S,5,SR112 EAST (32ND AVE),($0.66)
11/10/2020,10/28/2020,05:45:44 AM,32325102586,2852172-IN,Miami-Dade Expressway Authority,82S,3,SR 874 SOUTH (KILLIAN),($0.46)
11/10/2020,09/22/2020,07:49:36 PM,32325094932,2882997-IN,Florida Turnpike Enterprise,60S,3,SR23 NEW WORLD MAIN SB MP43,($0.40)
11/10/2020,10/07/2020,05:21:27 PM,32325075334,2852183-IN,Florida Turnpike Enterprise,50S,5,SR821 OKEECHOBEE MAINLINE MP32,($4.28)
11/10/2020,10/05/2020,11:09:59 PM,32325099452,2841971-IN,Florida Turnpike Enterprise,9D,5,SR570 CENTRAL MAINLINE MP13,($4.28)
11/10/2020,09/25/2020,07:23:27 AM,32325009065,2882995-IN,Florida Turnpike Enterprise,60S,3,SR23 NEW WORLD MAIN SB MP43,($0.40)
11/10/2020,09/22/2020,07:55:25 AM,32324993477,2882986-IN,Florida Turnpike Enterprise,60S,5,SR23 NEW WORLD MAIN SB MP43,($0.80)
11/10/2020,10/07/2020,11:05:49 PM,32324979757,2852187-IN,Florida Turnpike Enterprise,60S,5,SR91 GOLDEN GLADES MAIN SB MP0,($4.28)
